"CID","Result","query"
"657298","The Henry's Law constant for propyl thiouracil is estimated as 1.1X10-9 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that propyl thiouracil is expected to be essentially nonvolatile from water surfaces(2). Propyl thiouracil's Henry's Law constant indicates that volatilization from moist soil surfaces is not expected(SRC). Propyl thiouracil is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 6.9X10-8 mm Hg(SRC), determined from a fragment constant method(3).","PROPYLTHIOURACIL"
"6575","The Henry's Law constant for trichloroethylene is 9.85X10-3 atm-cu m/mole at 25 °C(1). This Henry's Law constant indicates that trichloroethylene is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 3.5 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 4.6 days(SRC). Half-lives of evaporation from laboratory water surfaces (distilled water) have been reported to be on the order of several minutes to hours, depending upon the turbulence(2-3). Half-lives of trichloroethylene from an experimental marine ecosystem (MERL) under field conditions and during periods when volatilization appeared to dominate ranged from 10.7 to 28 days; turbulence is expected to be greater in open water resulting in even faster half-lives(4). Trichloroethylene's Henry's Law constant indicates that volatilization from moist soil surfaces is expected to occur(SRC). Trichloroethylene is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 69 mm Hg(5). The evaporation rate of trichloroethylene from a liquid pool (75x20x5 mm) at 27 °C was 1.80 mmol/sq m/sec (ethanol was 3.00 mmol/sq m/sec)(6)..
The transport behavior of trichloroethylene vapor in a section of unsaturated sands and silts at a field site in Borden, Ontario was studied(1). Movement of trichloroethylene vapor through unsaturated layers was shown to be lateral based on the density-induced advective flow of the contaminated soil gas(1). Gas-phase diffusion coefficients for trichloroethylene in turf soils with varying moisture content were measured(2). Under wet conditions (12-15% moisture), diffusion coefficients of 0.0022-0.0067 and 0.0067-0.0070 sq cm/sec were determined for trichloroethylene; under dry conditions (1-3% moisture), diffusion coefficients of 0.0211-0.0230 and 0.0237-0.0292 sq cm/sec were determined(2). Soil diffusion coefficients were measured for trichloroethylene at 3 different soil porosities (0.29 to 0.43); values ranged from 0.254X10-3 to 1.986X10-3 sq cm/sec, with the larger values associated with higher soil porosity levels(3). The total amount of trichloroethylene that volatilizes in 100 days may be reduced from 84.6% volatilized without vapor sorption to 73.2% in a soil with increasing water content with depth, based on a flexible finite element transport model(4). Using the same model, vapor sorption enhanced the rate of volatilization in 100 days for a soil with low water content at depth from 72.4% without vapor sorption to 90.3% with vapor sorption(4). Very dry soil conditions combined with a soil type having strong vapor sorption characteristics may significantly retard the transport of trichloroethylene in the vapor phase(4).","TRICHLOROETHYLENE"
"6618","The Henry's Law constant for 2,2',6,6'-tetrabromobisphenol A is estimated as 2.0X10-8 atm-cu m/mole(SRC) derived from its vapor pressure, 4.68X10-8 mm Hg(1), and water solubility, 0.171 mg/L(2). This Henry's Law constant indicates that 2,2',6,6'-tetrabromobisphenol A is expected to be essentially nonvolatile from water surfaces(3). 2,2',6,6'-Tetrabromobisphenol A's estimated Henry's Law constant indicates that volatilization from moist soil surfaces is not expected to occur(SRC). 2,2',6,6'-Tetrabromobisphenol A is not expected to volatilize from dry soil surfaces based upon its vapor pressure(SRC).","2,2',6,6'-TETRABROMO-4,4'-ISOPROPYLIDENEDIPHENOL"
"6623","The Henry's Law constant for bisphenol A is estimated as 4.0X10-11 atm-cu m/mole(SRC) derived from its vapor pressure, 4.0X10-8 mm Hg(1), and water solubility, 300 mg/L(1). This Henry's Law constant indicates that bisphenol A is expected to be essentially nonvolatile from water and moist soil surfaces(2). Bisphenol A is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","4,4'-ISOPROPYLIDENEDIPHENOL"
"6643","The Henry's Law constant for 4-(1,1-dimethylpropyl)phenol is estimated as 2.0X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 2.00X10-3 mm Hg(1), and water solubility, 1.68X10+2 mg/L(2). This Henry's Law constant indicates that 4-(1,1-dimethylpropyl)phenol is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 18 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 140 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 87 months if adsorption is considered(4). 4-(1,1-Dimethylpropyl)phenol's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). 4-(1,1-Dimethylpropyl)phenol is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","P-TERT-AMYLPHENOL"
"667493","Due to a lack of data, the tendency for methylthiouracil to volatilize from water and moist near-surface soil cannot be estimated(SRC). Based upon a report that the compound readily sublimes(1), however, loss of methylthiouracil from surfaces and dry near-surface soil may occur via sublimation(SRC).","METHYLTHIOURACIL"
"6720","The Henry's Law constant for pentachloronitrobenzene is estimated as 4.4X10-5 atm-cu m/mole(SRC) derived from its vapor pressure, 5.0X10-5 mm Hg(1), and water solubility, 0.44 mg/L(2). This Henry's Law constant indicates that pentachloronitrobenzene is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 39 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 17 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column. The estimated volatilization half-life from a model pond is 44 months if adsorption is considered(4). Pentachloronitrobenzene's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Pentachloronitrobenzene is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","QUINTOZENE"
"6777","The Henry's Law constant for dicyclohexyl phthalate is estimated as 1.0X10-7 atm-cu m/mole(SRC) derived from its vapor pressure, 8.69X10-7 mm Hg(1), and water solubility, 4.0 mg/L(2). This Henry's Law constant indicates that dicyclohexyl phthalate is expected to be essentially nonvolatile from moist soil and water surfaces(3). Dicyclohexyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","1,2-BENZENEDICARBOXYLIC ACID, DICYCLOHEXYL ESTER"
"6781","The Henry's Law constant for diethyl phthalate is estimated as 6.1X10-7 atm-cu m/mole(SRC) derived from its vapor pressure, 2.1X10-3 mm Hg(1), and water solubility, 1,080 mg/L(2). This Henry's Law constant indicates that diethyl phthalate is expected to be essentially nonvolatile from water surfaces(3). Diethyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","DIETHYL PHTHALATE"
"6786","The Henry's Law constant for dihexyl phthalate is estimated as 2.6X10-5 atm-cu m/mole(SRC) derived from its vapor pressure, 1.4X10-5 mm Hg(1), and water solubility, 0.05 mg/L(2). This Henry's Law constant indicates that dihexyl phthalate is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 2.8 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 26 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column.  The estimated volatilization half-life from a model pond is 15 years if adsorption is considered(4). Dihexyl phthalate's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Dihexyl phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","DI-N-HEXYLPHTHALATE"
"6901","The Henry's Law constant for hexachloro-1,3-butadiene is 1.03X10-2 atm-cu m/mole(1). This Henry's Law constant indicates that hexachloro-1,3-butadiene is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 1.7 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 6.4 days(SRC). However, volatilization from water surfaces is expected to be attenuated by adsorption to suspended solids and sediment in the water column(SRC). The estimated volatilization half-life from a model pond is 201 days if adsorption is considered(3). Hexachloro-1,3-butadiene's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur(SRC). One day and 1 month after a spring application of 250 kg hexachloro-1,3-butadiene/ha in a vineyard, the air contained 0.08 and 0.003 mg hexachloro-1,3-butadiene/cu m, respectively(4). After an application of 150 kg, corresponding values were 0.06 and 0.001 mg/ha, respectively(4). Hexachloro-1,3-butadiene vaporization from light (silty) soils was more rapid than from heavy (clayey) soils(4). Raising temperatures from 13 to 18 deg hastened hexachloro-1,3-butadiene vaporization 5-fold in static conditions, and its application on granulated superphosphate decreased vaporization in comparison with liquid application(4).","HEXACHLORO-1,3-BUTADIENE"
"6945","The Henry's Law constant for 1-chloro-2-nitrobenzene is 9.3X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that 1-chloro-2-nitrobenzene is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 80 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 40 days(SRC). 1-Chloro-2-nitrobenzene 's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). 1-Chloro-2-nitrobenzene is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 0.018 mm Hg(3) at 25 °C(3).","1-CHLORO-2-NITROBENZENE"
"702","The Henry's Law constant for ethanol is 5.0X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that ethanol is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 5 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 39 days(SRC). Ethanol's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Ethanol is expected to volatilize from dry soil surfaces(SRC) based upon an extrapolated vapor pressure of 59.3 mm Hg(3).","ETHANOL"
"7239","The Henry's Law constant for 1,2-dichlorobenzene is 1.5X10-3 atm-cu m/mole at 20 °C(1). This value indicates that 1,2-dichlorobenzene will volatilize from water(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as approximately 4 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as approximately 120 hours(SRC). 1,2-Dichlorobenzene's Henry's Law constant(1) indicates that volatilization from moist soil surfaces is expected. 1,2-Dichlorobenzene is expected to volatilize from dry soil surfaces(SRC) based on a vapor pressure of 1.4 mm Hg at 25 °C(3). The volatilization half-life of 1,2-dichlorobenzene from Captina and McLaurin sandy loam soils was measured as about 4 days(4).","1,2-DICHLOROBENZENE"
"7240","The Henry's Law constant for 2-chloroaniline is estimated as 5.4X10-6 atm-cu m/mole(SRC) derived from its vapor pressure, 0.20 mm Hg(1), and water solubility, 8.2X10+3 mg/L(2). This Henry's Law constant indicates that 2-chloroaniline is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 7.8 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 60 days(SRC). 2-Chloroaniline's estimated Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). 2-Chloroaniline is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure of 0.20 mm Hg(1).","1-AMINO-2-CHLOROBENZENE"
"7257","The Henry's Law constant for 3,4-dichloroaniline is estimated as 1.46X10-5 atm-cu m/mole(SRC) from its experimental values for vapor pressure, 6.32X10-3 mm Hg(1), and water solubility, 92 mg/l(2). This Henry's Law constant indicates that 3,4-dichloroaniline is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as approximately 80 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as approximately 28 days(SRC). However, this model underestimates the volatilization half-life of 3,4-dichloroaniline since it does not take into account the effects of adsorption. The Koc value of 195(2) suggests that volatilization could be attenuated by adsorption to suspended solids and sediments in water(SRC). This is apparent from the results of two EXAMS model runs, one in which the effect of adsorption was considered (half-life = 56 days in a model pond) and one in which adsorption was ignored (half-life = 36 days in a model pond)(4). 3,4-Dichloroaniline's estimated Henry's Law constant(1,2) indicates that volatilization from moist soil surfaces may occur(SRC). 3,4-Dichloroaniline is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 6.32X10-3 mm Hg(1).","1-AMINO-3,4-DICHLOROBENZENE"
"7280","The Henry's Law constant for 1,2-dibromo-3-chloropropane is estimated as 1.5X10-4 atm-cu m/mole(SRC) from its experimental values for vapor pressure, 0.58 mm Hg(1), and water solubility, 1230 mg/l(1). This value indicates that 1,2-dibromo-3-chloropropane will volatilize from water surfaces(2,SRC). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec) is estimated as approximately 14 hours(2,SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec) is estimated as approximately 9 days(2,SRC). 1,2-Dibromo-3-chloropropane's values for vapor pressure(1) and Henry's Law constant(1,SRC) indicate that volatilization from dry and moist soil surfaces may occur(SRC)..
The volatilization half-life of 1,2-dibromo-3-chloropropane was estimated to be 1.2 days in a model soil assumed to contain 1,2-dibromo-3-chloropropane evenly distributed within the first 10 cm(1). Volatilization rates of 1,2-dibromo-3-chloropropane were higher from sand (0.8% organic matter, pH= 7.2) and silt loam(0.5% organic matter, pH= 8.4) than from clay loam(1.6% organic matter, pH= 7.8), possibly due to decreased adsorption processes(2). Volatilization losses to the atmosphere accounted for at least 85% of the 1,2-dibromo-3-chloropropane lost over 42 days during experiments meant to mimic citrus irrigation practices(water applications were performed cyclically)(3). Losses of 1,2-dibromo-3-chloropropane due to volatilization were significantly reduced by the application of water immediately following the introduction of this compound to soil(3). In other experiments, air levels of 1,2-dibromo-3-chloropropane 4 feet above shank-injection-treated soil rarely exceeded 1 ppb beyond 1 day post treatment(4). During water-run treatments, air concentrations 4 feet above the surface did not exceed 300 ppb for more than a few hours during application(4).","1,2-DIBROMO-3-CHLOROPROPANE (DBCP)"
"7393","The Henry's Law constant for p-tert-butylphenol has been measured as 1.19X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that p-tert-butylphenol is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 38 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 279 days(SRC). p-tert-Butylphenol's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). p-tert-butylphenol is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 0.00919 mm Hg(3).","1-HYDROXY-4-TERT-BUTYLBENZENE"
"7473","The Henry's Law constant for 4-nitrotoluene is 5.63X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that 4-nitrotoluene is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 7.8 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 60 days(SRC). 4-Nitrotoluene's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). 4-Nitrotoluene is not expected to volatilize from dry soil surfaces(SRC) based upon an extrapolated vapor pressure of 0.0157 mm Hg at 25 °C(3).","1-METHYL-4-NITROBENZENE"
"7500","The Henry's Law constant for ethylbenzene is 7.88X10-3 atm-cu m/mole(1). This Henry's Law constant indicates that ethylbenzene is expected to volatilize rapidly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 3.1 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 4.1 days(SRC). Ethylbenzene's Henry's Law constant(1) indicates that volatilization from moist soil surfaces may occur(SRC). Ethylbenzene is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 9.6 mm Hg(3).","ETHYLBENZENE"
"7501","The Henry's Law constant for styrene is estimated as 2.75X10-3 atm-cu m/mole(1). This Henry's Law constant indicates that styrene is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 3 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 4 days(SRC). Styrene's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). The potential for volatilization of styrene from dry soil surfaces may exist(SRC) based upon a vapor pressure of 6.4 mm Hg(3). Under laboratory conditions, 50% of 2 to 10 mg styrene per liter (depth not specified) was lost by volatilization in 1 to 3 hrs in lake water samples and in 6 to 7 hrs in distilled water, respectively(4). In other studies, the level of styrene in water samples fell from 23 to 3.3 and 0.4 mg/L in 2 hrs and 7 days, respectively, and from 46 to 12.5 and 1.5 mg/L in 2 hrs and 10 days, respectively; these findings are relevant to surface waters but not to deeper waters(5). The volatilization half-life of styrene in Rhine River water was 14 days(6). Volatilization of styrene from moist soil surfaces is expected to be slower than in water(5). Samples at 1.5 cm deep of a loamy soil, 26% of 2 mg/kg styrene added volatilized in 31 days(4). The transfer to the air was even slower and less extensive from deep soil(5).","STYRENE"
"7579","The Henry's Law constant for bis(4-aminophenyl) ether is estimated as 1.5X10-11 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that bis(4-aminophenyl) ether is expected to be essentially nonvolatile from water surfaces(2). bis(4-Aminophenyl) ether is not expected to volatilize from dry soil surfaces(SRC) based upon an estimated vapor pressure of 2.5X10-6 mm Hg(SRC), determined from a fragment constant method(3).","4,4'-DIAMINODIPHENYL ETHER"
"7641","The Henry's Law constant for bis(2-ethylhexyl) adipate is 4.34X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that bis(2-ethylhexyl) adipate is not expected to volatilize from water surfaces(2). Bis(2-ethylhexyl) adipate's Henry's Law constant(4) indicates that volatilization from moist soil surfaces is not expected to occur(SRC). Bis(2-ethylhexyl) adipate is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 8.5X10-7 mm Hg(1).","BIS(2-ETHYLHEXYL) ADIPATE"
"768","Volatilization is expected to be the dominant fate process for hydrogen cyanide(1). A pKa of 9.2(2) indicates hydrogen cyanide will exist partially in the anion form at pH values of 5 to 9(SRC). At pH <9.2, most of the free cyanide should exist as hydrogen cyanide, a volatile form of cyanide. Wide variations in the rate of volatilization are expected since this process is affected by a number of parameters including temperature, pH, wind speed, and cyanide concentration(1). The Henry's Law constant for the neutral species is 1.33X10-4 atm-cu m/mole(3). This Henry's Law constant indicates that hydrogen cyanide is expected to volatilize from water surfaces(4). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(4) is estimated as 5 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(4) is estimated as 3 days(SRC). Hydrogen cyanide's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Hydrogen cyanide is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 742 mm Hg(5).","HYDROGEN CYANIDE"
"7693","Isocyanates hydrolyze readily in water(1). Therefore, adsorption to sediments and volatilization of 4-chlorophenyl isocyanate from water and moist soil are not expected to be an important environmental fate process(SRC). 4-Chlorophenyl isocyanate is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 0.194 mm Hg(2).","P-CHLOROPHENYL ISOCYANATE"
"7835","The Henry's Law constant for epichlorohydrin is estimated as 3.0X10-5 atm-cu m/mole(SRC) from its vapor pressure, 16.4 mm Hg(1), and water solubility, 65,900 mg/L(2). This Henry's Law constant indicates that epichlorohydrin is expected to volatilize from water surfaces(3). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(3) is estimated as 19 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(3) is estimated as 12 days(SRC). However, this process may be superceded by rapid hydrolysis(4). Epichlorohydrin's estimated Henry's Law constant indicates that volatilization from moist soil surfaces is expected to be an important fate process(SRC). Epichlorohydrin is expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","EPICHLOROHYDRIN"
"7839","The Henry's Law constant for ethylene dibromide was experimentally determined to be 6.50X10-4 atm-cu m/mole at 25 °C(1). This Henry's Law constant indicates that ethylene dibromide is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 5.9 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 6 days. Experiments performed in a wind-wave tank yielded a half-life for evaporation of 4.26 hr from water 1 m deep with a wind speed of 8.6 m/sec(3). Ethylene bromide's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Ethylene dibromide is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 11.2 mm Hg at 25 °C(4).","1,2-DIBROMOETHANE"
"8019","The Henry's Law constant for 2-methoxyethanol is 3.30X10-7 atm-cu m/mole(1). This Henry's Law constant indicates that 2-methoxyethanol is expected to volatilize slowly from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 96.84 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 707 days(SRC) 2-Methoxyethanol's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(2). 2-Methoxyethanol is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 9.5 mm Hg(3).","ETHYLENE GLYCOL MONOMETHYL ETHER"
"8028","The Henry's Law constant for tetrahydrofuran is 7.05X10-5 atm-cu m/mole(1). This Henry's Law constant indicates that tetrahydrofuran is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 13 hours(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 6.6 days(SRC). Tetrahydrofuran's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Tetrahydrofuran is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 162 mm Hg(3).","TETRAHYDROFURAN"
"8030","The Henry's Law constant for thiophene is estimated as 2.9X10-3 atm-cu m/mole(SRC) from its experimental value for vapor pressure, 79.7 mm Hg(1), and experimental water solubility, 3,020 mg/l(2). This value indicates that thiophene will volatilize from water surfaces(3,SRC). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec) is estimated as approximately 3 hours(3,SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec) is estimated as approximately 89 hours(3,SRC). Thiophene's Henry's Law constant(SRC) and vapor pressure indicates that volatilization from moist and dry soil surfaces is important(SRC).","THIOPHENE"
"8076","The Henry's Law constant for ethylene glycol monoethyl ether is 4.7X10-7 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that ethylene glycol monoethyl ether is expected to volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 74 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 540 days(SRC). Ethylene glycol monoethyl ether's Henry's Law constant indicates that volatilization from moist soil surfaces may occur(SRC). Ethylene glycol monoethyl ether is expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 5.31 mm Hg(3).","ETHYLENE GLYCOL MONOETHYL ETHER"
"8133","The Henry's Law constant for ethylene glycol mono-n-butyl ether is 1.6X10-6 atm-cu m/mole(1). This Henry's Law constant indicates that ethylene glycol mono-n-butyl ether may volatilize from water surfaces(2). Based on this Henry's Law constant, the volatilization half-life from a model river (1 m deep, flowing 1 m/sec, wind velocity of 3 m/sec)(2) is estimated as 17 days(SRC). The volatilization half-life from a model lake (1 m deep, flowing 0.05 m/sec, wind velocity of 0.5 m/sec)(2) is estimated as 185 days(SRC). The Henry's law constant of ethylene glycol mono-n-butyl ether indicates that volatilization from moist soil surfaces may occur(SRC). Ethylene glycol mono-n-butyl ether is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 0.88 mm Hg(3).","ETHYLENE GLYCOL MONOBUTYL ETHER"
"8134","The Henry's Law constant for diethylene glycol monomethyl ether is estimated as 1.6X10-11 atm-cu m/mole(SRC) using a fragment constant estimation method(1). This Henry's Law constant indicates that diethylene glycol monomethyl ether is expected to be essentially nonvolatile from moist soil and water surfaces(2). Diethylene glycol monomethyl ether is not expected to volatilize from dry soil surfaces(SRC) based upon a vapor pressure of 0.25 mm Hg(3).","DIETHYLENE GLYCOL MONOMETHYL ETHER"
"8268","The Henry's Law constant for dicofol is 2.4X10-7 atm-cu m/mole(SRC), derived from its vapor pressure, 3.98X10-7 mm Hg(1), and water solubility, 0.8 mg/L(1). This Henry's Law constant indicates that dicofol is expected to be essentially nonvolatile from water surfaces(2). Volatilization from moist soil surfaces is not expected to be an important fate process based upon its Henry's Law constant(SRC). Dicofol is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1).","DICOFOL"
"8343","The Henry's Law constant for bis(2-ethylhexyl) phthalate is estimated as 2.7X10-7 atm-cu m/mole(SRC) derived from its vapor pressure, 1.42X10-7 mm Hg(1), and water solubility, 0.27 mg/L(2). This Henry's Law constant indicates that bis(2-ethylhexyl) phthalate is expected to be essentially nonvolatile from moist soil and water surfaces(3). Bis(2-ethylhexyl) phthalate is not expected to volatilize from dry soil surfaces(SRC) based upon its vapor pressure(1). Reported evaporation rates from the leaves of Sinapis alba (white mustard) in a closed terrestrial simulation chamber were <0.8 and <0.5 ng/sq cm-hr (below detection limit) during time intervals of 0-1 and 8-15 days, respectivedly, after application of 2.78 ug/sq cm onto the leaves(4).","BIS(2-ETHYLHEXYL)PHTHALATE"
